한국어 단어,English Word,汉语单词,汉语拼音,Image
시선,eyes; gaze,视线,shìxiàn,
절 (몸),prostration bow,鞠躬，磕头,jūgōng，kētóu,
교포,overseas Korean,侨胞,qiáobāo,
전통,tradition; heritage,传统,chuántǒng,
제도,institution; system,制度,zhìdù,
문명,civilization,文明,wénmíng,
세대,generation,辈，代,bèi，dài,
종교,religion,宗教,zōngjiào,
풍습,manners and customs,风习,fēngxí,
서양인,westerner,西方人,xīfāngrén,
고유,uniqueness,固有,gùyǒu,
동양인,Asian,(无对应词汇),(wúduìyìngcíhuì),
뒤지다,fall behind; lag behind,落后，亚于,luòhòu，yàyú,
문화재,cultural asset; cultural property,文化资产,wénhuàzīchǎn,
절 (집),Buddhist temple,庙,miào,
입대,joining an army; enlistment,入伍，参军,rùwǔ，cānjūn,
유교,Confucianism,儒教,rújiào,
풍속,custom,风俗，习俗,fēngsú，xísú,
도자기,pottery,陶瓷,táocí,
전통적,being traditional,传统的,chuántǒngde,
불교,Buddhism,佛教,fójiào,
극복,conquest; subjugation,克服,kèfú,
동양,the East,东方,dōngfāng,
기독교,Christianity; Christian religion,基督教,jīdūjiào,
아시아,Asia,亚洲,yàzhōu,
신부,Father; Catholic priest,神父,shénfù,
스님,Buddhist monk,师傅,shīfù,
중 (사람),monk;  Buddhist monk,僧，和尚,sēng，héshàng,
부처,Buddha,佛祖,fózǔ,
신앙,faith; religious belief,信仰，崇拜,xìnyǎng，chóngbài,
동포,compatriot,同胞,tóngbāo,
신세대,new generation; young generation,新一代，新生代,xīnyídài，xīnshēngdài,
국제화,internationalization,国际化,guójìhuà,
성당,Catholic church,教堂，天主堂,jiàotáng，tiānzhǔtáng,
구세대,old generation,老一代，老一辈,lǎoyídài，lǎoyībèi,
문화적,being cultural,文化的,wénhuàde,
국외,outside a territory,国外,guówài,
아프리카,Africa,非洲,fēizhōu,
천주교,Catholicism,天主教,tiānzhǔjiào,
전통적,traditional,传统的,chuántǒngde,
국제결혼,international marriage; marrying someone with a different nationality,国际结婚，跨国婚姻,guójìjiéhūn，kuàguóhūnyīn,
문화적,cultural,文化的,wénhuàde,
민속놀이,folk play; traditional game,民俗游戏,mínsúyóuxì,
양국,both countries; two countries,两国,liǎngguó,
거스름돈,change,找头，零钱,zhǎotou，língqián,
저렴하다,cheap,便宜,piányi,
잔돈,balance,零钱,língqián,
소비,consumption,消费，消耗,xiāofèi，xiāohào,
결제,payment; settlement; liquidation,结算，结账，买单,jiésuàn，jiézhàng，mǎidān,
물가,prices,物价,wùjià,
제품,product,产品，制品,chǎnpǐn，zhìpǐn,
품질,quality,品质，质量,pǐnzhì，zhìliàng,
금액,amount,金额,jīn'é,
판매,sale; selling,销售,xiāoshòu,
고객,customer; guest; patron; client; clientele,顾客,gùkè,
매장,store,卖场，商场,màichǎng，shāngchǎng,
사인,signature,签字，署名,qiānzì，shǔmíng,
낭비,waste,浪费,làngfèi,
과소비,overconsumption,过度消费，超额消费,guòdùxiāofèi，chāo'éxiāofèi,
구입,purchase; buying,购入，购买，购置,gòurù，gòumǎi，gòuzhì,
소비자,consumer,消费者,xiāofèizhě,
구매,purchase; buying,购买，购置,gòumǎi，gòuzhì,
환불,refund; money back,退款，退钱，退还,tuìkuǎn，tuìqián，tuìhuán,
배송,delivery,发货，配送,fāhuò，pèisòng,
택하다,select; choose,选择,xuǎnzé,
값싸다,cheap; low-priced,廉价，低价,liánjià，dījià,
코너,corner,拐角,guǎijiǎo,
봉지,bag; pouch,袋子,dàizi,
중고,being secondhand,旧,jiù,
할부,paying in installments ,分期付款，分期支付,fēnqīfùkuǎn，fēnqīzhīfù,
점원,clerk,店员,diànyuán,
반품,return,退货,tuìhuò,
