한국어 단어,English Word,汉语单词,汉语拼音,Image
경찰,police; policing,警方，警察当局,jǐngfāng，jǐngchádāngjú,
저분,that gentleman; that lady,那位,nàwèi,
소개,mediation,介绍，推荐,jièshào，tuījiàn,
회사원,employee; office worker; staff,公司职员，公司员工,gōngsīzhíyuán，gōngsīyuángōng,
애인,lover; one's beloved,恋人,liànrén,
우리나라,our country,我们国家，我国,wǒmenguójiā，wǒguó,
연예인,entertainer,艺人,yìrén,
화가,painter; artist,画家,huàjiā,
주부,homemaker,主妇，家庭主妇,zhǔfù，jiātíngzhǔfù,
변호사,lawyer,律师,lǜshī,
선수,athlete; player; representative player,选手，运动员,xuǎnshǒu，yùndòngyuán,
군인,soldier,军人,jūnrén,
성,surname; family name,姓,xìng,
직원,employee,职员，职工,zhíyuán，zhígōng,
자기소개,self introduction,自我介绍,zìwǒjièshào,
요리사,cook; chef,料理师，烹饪师，烹调师，厨师,liàolǐshī，pēngrènshī，pēngtiáoshī，chúshī,
아나운서,announcer,广播员，播音员,guǎngbōyuán，bōyīnyuán,
경찰서,police station,警察署，警察局，公安局,jǐngcháshǔ，jǐngchájú，gōng'ānjú,
방송국,broadcasting station ,广播电台，电视台,guǎngbōdiàntái，diànshìtái,
음악가,musician,音乐家,yīnyuèjiā,
넘다,exceed; go beyond,过，超过,guò，chāoguò,
늦다,late; later,晚，迟,wǎn，chí,
때,time,时，时候,shí，shíhòu,
이르다,early; premature,早,zǎo,
가끔,sometimes,偶尔，有时，时而，间或,ǒu'ěr，yǒushí，shí'ér，jiànhuò,
동안,while,期间,qījiān,
늦다,be late,晚，迟到,wǎn，chídào,
하루,day,一天,yītiān,
금방,moment ago,刚，刚刚，刚才,gāng，gānggāng，gāngcái,
끝,end; final,尽头，最后，终,jìntóu，zuìhòu，zhōng,
기회,chance; opportunity,机会，机遇，时机,jīhuì，jīyù，shíjī,
아침,morning,早上，早晨,zǎoshàng，zǎochén,
아직,yet; still,尚未，还，仍然,shàngwèi，hái，réngrán,
전,past,以前,yǐqián,
드디어,at last; finally,终于，到底，总算,zhōngyú，dàodǐ，zǒngsuàn,
다시,again,再，再次,zài，zàicì,
벌써,so soon,已经,yǐjīng,
시,o'clock,点，点钟,diǎn，diǎnzhōng,
점심,lunch,中饭，午饭，午餐,zhōngfàn，wǔfàn，wǔcān,
저녁,evening,傍晚,bàngwǎn,
우선,first of all; to begin with; before everything,先,xiān,
순서,order; sequence,顺序，次序,shùnxù，cìxù,
분,(no equivalent expression),位,wèi,
어젯밤,last night,昨夜,zuóyè,
일찍,early,早早儿,zǎozǎo'ér,
나중,next time; later,后来，以后,hòulái，yǐhòu,
이제,now,现在,xiànzài,
항상,always; all the time,总，总是，老，老是，经常,zǒng，zǒngshì，lǎo，lǎoshì，jīngcháng,
자주,often; frequently,常常，经常,chángcháng，jīngcháng,
늘,always,总，老，老是，经常,zǒng，lǎo，lǎoshì，jīngcháng,
방금,moment ago,刚才，方才,gāngcái，fāngcái,
새벽,dawn	,清晨，拂晓,qīngchén，fúxiǎo,
기간,period; term,期间，时期,qījiān，shíqī,
후,later time,后，以后，之后,hòu，yǐhòu，zhīhòu,
먼저,earlier; first,先,xiān,
어제,yesterday,昨天，昨日,zuótiān，zuórì,
미리,in advance; ahead of time,事先，预先，事前，提前,shìxiān，yùxiān，shìqián，tíqián,
방금,a moment ago,刚才，方才,gāngcái，fāngcái,
이따가,a little later; a short time later,稍后，回头,shāohòu，huítóu,
언제,when; what time,什么时候,shénmeshíhòu,
그때,that time; that moment; then,那时，那时候,nàshí，nàshíhòu,
지금,now,现在,xiànzài,
마지막,last,最后，最终，末了,zuìhòu，zuìzhōng，mòliǎo,
잠깐,while; moment,暂时，一会儿，片刻,zànshí，yīhuì'er，piànkè,
먼저,being early,原先，先前,yuánxiān，xiānqián,
그동안,meantime; meanwhile,近来，这段时间,jìnlái，zhèduànshíjiān,
시계,clock,钟，表,zhōng，biǎo,
언제나,always; all the time,一直，总是,yìzhí，zǒngshì,
최근,the latest; the most recent,最近；近来,zuìjìn；jìnlái,
이번,this time,这次，这回,zhècì，zhèhuí,
