한국어 단어,English Word,汉语单词,汉语拼音,Image
효도,filial piety,孝，孝道,xiào，xiàodào,
큰집,big uncle's house,长房，老大家,zhǎngfáng，lǎodàjiā,
돌,dol; first birthday,周岁，一周岁,zhōusuì，yīzhōusuì,
외삼촌,one's maternal uncle,舅舅,jiùjiù,
시집,husband's home,婆家,pójiā,
외숙모,wife of one's maternal uncle,舅母，舅妈,jiùmǔ，jiùmā,
시댁,one's husband's home,婆家,pójiā,
장남,eldest son,长男,zhǎngnán,
작은집,uncle's house,叔叔家,shūshūjiā,
돌,dol,周岁,zhōusuì,
신혼,new marriage; being newly-married,新婚,xīnhūn,
친언니,one's elder sister,胞姐，亲姐,bāojiě，qīnjiě,
외갓집,old home of one's mother,外婆家，姥姥家,wàipójiā，lǎolǎojiā,
친아버지,biological father,生父，亲生父亲,shēngfù，qīnshēngfùqīn,
시부모,parents-in-law,公公和婆婆，公婆,gōnggōnghépópó，gōngpó,
신혼부부,newly-married couple; newlyweds,新婚夫妇,xīnhūnfūfù,
큰아들,eldest son,大儿子,dà'érzi,
큰딸,eldest daughter,大女儿,dànǚ'ér,
친어머니,biological mother,生母，亲生母亲,shēngmǔ，qīnshēngmǔqīn,
친오빠,one's older brother,胞兄，亲哥,bāoxiōng，qīngē,
친딸,biological daughter,亲生女儿,qīnshēngnǚ'ér,
친아들,biological son,亲生儿子,qīnshēng'érzi,
가치,value,价，价值,jià，jiàzhí,
가치관,values ,价值观,jiàzhíguān,
아쉽다,lacking,缺，紧缺,quē，jǐnquē,
부담스럽다,burdensome,有压力，有负担，别扭，不自在,yǒuyālì，yǒufùdān，bièniǔ，bùzìzài,
막연하다,hazy,茫然，渺茫,mángrán，miǎománg,
설레다,flutter,起伏，澎湃，激动,qǐfú，pēngpài，jīdòng,
억울하다,feeling mortified; feeling chagrined,委屈，冤枉,wěiqū，yuānwǎng,
속상하다,upset	,伤心，难过,shāngxīn，nánguò,
든든하다,feeling reassured; feeling safe,踏实,tàshí,
안타깝다,feeling sorry,惋惜，可惜,wǎnxī，kěxī,
신경,nerve,神经,shénjīng,
어색하다,awkward; embarrassing; uneasy,尴尬，拘束,gāngà，jūshù,
밉다,upsetting,可恶，讨厌，可恨,kěwù，tǎoyàn，kěhèn,
겁,fear; fright,胆怯，害怕,dǎnqiè，hàipà,
위로,consolation; comfort,慰劳，慰问,wèiláo，wèiwèn,
아무렇다,whatever,如何，怎样,rúhé，zěnyàng,
망설이다,hesitate,踌躇，犹豫,chóuchú，yóuyù,
우습다,funny,好笑，可笑,hǎoxiào，kěxiào,
자랑스럽다,proud,骄傲，自豪，引以为荣,jiāo'ào，zìháo，yǐnyǐwéiróng,
서운하다,sorry; remorseful,可惜，不舍,kěxī，bùshě,
아깝다,regrettable,可惜，心疼,kěxī，xīnténg,
호감,good feeling; favorable impression; feeling favorably,好感,hǎogǎn,
어머,oh my goodness; why,哎哟，哦,āiyō，ó,
신나다,become happy; become delighted; become elated,兴高采烈，兴奋,xìnggāocǎiliè，xīngfèn,
감정,emotion; feeling; sentiment,感情,gǎnqíng,
책임,duty; responsibility; obligation,责任,zérèn,
놀랍다,amazing,惊人，出奇,jīngrén，chūqí,
짜증스럽다,irritated; annoyed,烦人,fánrén,
서럽다,sad,伤心，伤感,shāngxīn，shānggǎn,
찌푸리다,be cloudy; be gloomy,阴沉沉，阴云密布,yīnchénchén，yīnyúnmìbù,
난처하다,awkward; embarrassing,为难，不好办,wéinán，bùhǎobàn,
미소,smile,微笑,wēixiào,
지겹다,boring; tedious,烦腻，厌烦,fánnì，yànfán,
두렵다,fearful; scared,恐惧，畏惧,kǒngjù，wèijù,
의심,doubt; distrust; mistrust,疑心，怀疑,yíxīn，huáiyí,
조심스럽다,careful; cautious,小心，谨慎,xiǎoxīn，jǐnshèn,
욕심,desire; greed,贪，贪心，贪欲,tān，tānxīn，tānyù,
아이고,my goodness; whoops,哎哟,āiyō,
괴롭다,suffering,痛苦，难过,tòngkǔ，nánguò,
쑥스럽다,awkward; shy,害羞，不好意思,hàixiū，bùhǎoyìsī,
양심,conscience,良心,liángxīn,
간절하다,sincere; ardent,恳切，热切，急切,kěnqiè，rèqiè，jíqiè,
걱정스럽다,worried; concerned,担忧，发愁,dānyōu，fāchóu,
고생,trouble; hardship,辛苦，艰苦，遭罪,xīnkǔ，jiānkǔ，zāozuì,
겁나다,be afraid; be scared,畏惧，害怕,wèijù，hàipà,
괴롭히다,torment; harass; distress,欺负，折磨,qīfù，zhémó,
근심,worry,担心，担忧,dānxīn，dānyōu,
후회,regret; remorse; repentance,后悔,hòuhuǐ,
장하다,admirable; praiseworthy,了不起,liǎobùqǐ,
자부심,pride,自信心，自豪感,zìxìnxīn，zìháogǎn,
